city,time,temperature,apparent temperature,relative humidity,precipitation,dewpoint,freeing level,pressure
Berlino,2021-12-11T11:00,-0.2,-3.3,98,0.02,-0.5,45,1013.2
Berlino,2021-12-11T12:00,0.0,-3.0,98,0.02,-0.3,45,1014.2
Berlino,2021-12-11T13:00,-0.3,-3.5,100,0.01,-0.3,45,1014.7
Berlino,2021-12-11T14:00,0.4,-3.1,93,0.01,-0.7,79,1015.2
Berlino,2021-12-11T15:00,0.6,-2.8,91,0.0,-0.6,105,1016.2
Berlino,2021-12-11T16:00,0.3,-2.9,92,0.01,-0.9,78,1017.2
Berlino,2021-12-11T17:00,0.2,-2.9,92,0.0,-0.9,78,1018.2
Berlino,2021-12-11T18:00,0.2,-3.1,90,0.0,-1.3,78,1018.7
Berlino,2021-12-11T19:00,-0.1,-3.6,90,0.0,-1.5,706,1018.7
Berlino,2021-12-11T20:00,-0.3,-3.7,89,0.0,-1.8,701,1019.2
Berlino,2021-12-11T21:00,-0.7,-4.1,92,0.0,-1.9,706,1020.2
Berlino,2021-12-11T22:00,-0.7,-4.1,93,0.0,-1.8,661,1020.7
Berlino,2021-12-11T23:00,-0.6,-4.0,92,0.0,-1.7,695,1021.2
Berlino,2021-12-12T00:00,-0.4,-3.7,92,0.0,-1.5,775,1021.2
Berlino,2021-12-12T01:00,-0.2,-3.5,92,0.0,-1.4,752,1021.7
Berlino,2021-12-12T02:00,-0.1,-3.4,91,0.0,-1.3,819,1022.2
Berlino,2021-12-12T03:00,0.0,-3.4,90,0.0,-1.5,840,1022.2
Berlino,2021-12-12T04:00,-0.1,-3.5,89,0.0,-1.7,815,1022.7
Berlino,2021-12-12T05:00,-0.3,-3.7,89,0.0,-1.9,852,1022.7
Berlino,2021-12-12T06:00,-0.4,-3.7,89,0.0,-1.9,889,1022.7
Berlino,2021-12-12T07:00,-0.4,-3.7,89,0.0,-2.0,873,1023.2
Berlino,2021-12-12T08:00,-0.6,-3.9,90,0.0,-2.1,833,1023.2
Berlino,2021-12-12T09:00,-0.6,-4.0,89,0.0,-2.2,839,1023.7
Berlino,2021-12-12T10:00,-0.3,-3.7,88,0.0,-2.0,911,1023.7
Berlino,2021-12-12T11:00,0.1,-3.3,90,0.0,-1.4,891,1023.7
Berlino,2021-12-12T12:00,0.6,-2.8,92,0.0,-0.6,960,1023.7
Berlino,2021-12-12T13:00,0.9,-2.3,92,0.0,-0.2,965,1023.2
Berlino,2021-12-12T14:00,1.2,-2.0,92,0.02,0.0,789,1023.2
Berlino,2021-12-12T15:00,1.2,-2.1,92,0.01,0.0,923,1022.7
Berlino,2021-12-12T16:00,1.3,-2.1,91,0.01,0.0,1846,1022.2
Berlino,2021-12-12T17:00,1.4,-1.9,93,0.23,0.4,1985,1022.2
Berlino,2021-12-12T18:00,1.6,-1.5,94,0.19,0.7,2080,1022.2
Berlino,2021-12-12T19:00,1.7,-1.3,95,0.27,1.0,2031,1022.2
Berlino,2021-12-12T20:00,1.8,-1.0,96,0.1,1.2,2066,1022.2
Berlino,2021-12-12T21:00,2.1,-0.7,96,0.0,1.5,1923,1022.2
Berlino,2021-12-12T22:00,2.4,-0.1,96,0.0,1.9,2358,1022.7
Berlino,2021-12-12T23:00,2.7,0.1,96,0.0,2.1,2314,1023.2
Berlino,2021-12-13T00:00,2.9,0.3,96,0.0,2.4,2320,1023.2
Berlino,2021-12-13T01:00,3.1,0.7,97,0.0,2.7,2290,1023.7
Berlino,2021-12-13T02:00,3.2,1.0,98,0.0,2.9,2386,1024.2
Berlino,2021-12-13T03:00,3.2,1.1,99,0.0,3.0,2410,1024.2
Berlino,2021-12-13T04:00,3.4,1.3,99,0.0,3.2,2346,1024.7
Berlino,2021-12-13T05:00,3.5,1.4,100,0.0,3.4,2250,1025.2
Berlino,2021-12-13T06:00,3.6,1.7,100,0.0,3.6,2286,1025.7
Berlino,2021-12-13T07:00,3.7,1.7,100,0.0,3.7,2142,1025.7
Berlino,2021-12-13T08:00,3.8,1.7,100,0.0,3.8,2058,1025.7
Berlino,2021-12-13T09:00,4.1,1.8,100,0.0,4.0,2030,1026.2
Berlino,2021-12-13T10:00,4.6,2.5,99,0.0,4.5,1985,1026.7
Berlino,2021-12-13T11:00,4.9,3.0,99,0.0,4.9,1983,1026.7
Berlino,2021-12-13T12:00,5.2,3.4,99,0.0,5.1,1968,1026.7
Berlino,2021-12-13T13:00,5.4,3.7,100,0.0,5.3,1865,1026.7
Berlino,2021-12-13T14:00,5.2,3.3,99,0.06,4.9,2124,1027.2
Berlino,2021-12-13T15:00,5.3,3.5,99,0.18,5.1,2076,1027.2
Berlino,2021-12-13T16:00,5.4,3.6,99,0.02,5.2,2078,1027.2
Berlino,2021-12-13T17:00,5.5,3.8,99,0.0,5.3,2054,1027.2
Berlino,2021-12-13T18:00,5.6,4.0,100,0.0,5.5,2034,1027.2
Berlino,2021-12-13T19:00,5.7,4.0,100,0.0,5.6,2058,1027.7
Berlino,2021-12-13T20:00,5.8,4.1,100,0.0,5.8,2190,1027.7
Berlino,2021-12-13T21:00,5.9,4.3,100,0.0,5.9,2418,1027.7
Berlino,2021-12-13T22:00,5.9,4.2,99,0.0,5.8,2530,1027.2
Berlino,2021-12-13T23:00,5.8,4.0,99,0.0,5.6,2510,1026.7
Berlino,2021-12-14T00:00,5.7,3.8,99,0.0,5.5,2610,1026.2
Berlino,2021-12-14T01:00,5.4,3.4,99,0.0,5.2,2540,1026.2
Berlino,2021-12-14T02:00,5.4,3.2,98,0.0,5.1,2540,1025.7
Berlino,2021-12-14T03:00,5.4,3.2,98,0.0,5.0,2558,1025.7
Berlino,2021-12-14T04:00,5.4,3.2,98,0.0,5.0,2510,1025.2
Berlino,2021-12-14T05:00,5.4,3.2,97,0.0,5.0,2492,1024.7
Berlino,2021-12-14T06:00,5.5,3.3,97,0.0,5.1,2532,1024.2
Berlino,2021-12-14T07:00,5.5,3.4,97,0.0,5.1,2512,1024.2
Berlino,2021-12-14T08:00,5.5,3.3,97,0.0,5.0,2444,1023.7
Berlino,2021-12-14T09:00,5.4,3.3,97,0.0,5.0,2378,1024.2
Berlino,2021-12-14T10:00,5.6,3.6,95,0.01,5.0,2130,1024.2
Berlino,2021-12-14T11:00,5.9,3.7,94,0.0,5.0,1767,1024.7
Berlino,2021-12-14T12:00,6.2,4.1,92,0.0,5.1,2158,1024.2
Berlino,2021-12-14T13:00,6.5,4.5,91,0.0,5.2,2003,1024.2
Berlino,2021-12-14T14:00,6.9,4.9,90,0.0,5.4,1360,1024.2
Berlino,2021-12-14T15:00,6.8,4.8,92,0.0,5.5,1411,1024.7
Berlino,2021-12-14T16:00,6.6,4.7,94,0.0,5.7,1468,1024.7
Berlino,2021-12-14T17:00,6.3,4.5,96,0.0,5.8,1427,1025.2
Berlino,2021-12-14T18:00,6.3,4.4,96,0.0,5.8,1443,1025.7
Berlino,2021-12-14T19:00,6.3,4.4,97,0.0,5.8,1486,1026.2
Berlino,2021-12-14T20:00,6.2,4.3,97,0.0,5.8,1488,1026.7
Berlino,2021-12-14T21:00,6.2,4.2,98,0.0,5.8,1489,1027.2
Berlino,2021-12-14T22:00,6.0,4.0,98,0.0,5.6,1499,1027.2
Berlino,2021-12-14T23:00,5.5,3.5,98,0.0,5.2,1516,1027.7
Berlino,2021-12-15T00:00,4.9,2.9,97,0.0,4.6,1541,1028.2
Berlino,2021-12-15T01:00,4.3,2.1,97,0.0,3.8,1577,1028.2
Berlino,2021-12-15T02:00,3.9,1.7,97,0.0,3.5,1590,1028.2
Berlino,2021-12-15T03:00,3.7,1.4,97,0.0,3.2,1601,1028.7
Berlino,2021-12-15T04:00,3.5,1.2,97,0.0,3.1,1675,1028.7
Berlino,2021-12-15T05:00,3.6,1.2,97,0.0,3.2,1827,1028.7
Berlino,2021-12-15T06:00,3.9,1.4,97,0.0,3.4,2031,1028.7
Berlino,2021-12-15T07:00,4.3,1.8,96,0.0,3.8,2246,1028.7
Berlino,2021-12-15T08:00,4.6,2.1,95,0.0,4.0,2302,1028.7
Berlino,2021-12-15T09:00,5.0,2.4,94,0.0,4.2,2308,1029.7
Berlino,2021-12-15T10:00,5.6,2.9,91,0.0,4.2,2312,1029.7
Berlino,2021-12-15T11:00,6.2,3.3,86,0.0,4.0,2340,1029.7
Berlino,2021-12-15T12:00,6.9,3.7,79,0.0,3.5,2372,1028.7
Berlino,2021-12-15T13:00,7.5,4.1,73,0.0,3.1,2402,1028.7
Berlino,2021-12-15T14:00,7.6,4.2,73,0.09,3.1,2408,1028.7
Berlino,2021-12-15T15:00,7.4,4.2,75,0.09,3.3,2406,1028.7
Berlino,2021-12-15T16:00,7.2,4.0,78,0.09,3.6,2400,1029.7
Berlino,2021-12-15T17:00,7.0,4.0,80,0.15,3.8,2402,1029.7
Berlino,2021-12-15T18:00,6.9,3.9,82,0.15,4.0,2406,1029.7
Berlino,2021-12-15T19:00,6.7,3.8,84,0.15,4.2,2408,1029.7
Berlino,2021-12-15T20:00,6.6,3.7,85,0.02,4.2,2408,1029.7
Berlino,2021-12-15T21:00,6.4,3.7,85,0.02,4.1,2408,1030.7
Berlino,2021-12-15T22:00,6.3,3.6,85,0.02,4.1,2400,1030.7
Berlino,2021-12-15T23:00,6.3,3.6,85,0.0,4.0,2384,1029.7
Berlino,2021-12-16T00:00,6.3,3.5,85,0.0,3.9,2362,1029.7
Berlino,2021-12-16T01:00,6.3,3.4,84,0.0,3.8,2336,1029.7
Berlino,2021-12-16T02:00,6.3,3.4,83,0.01,3.7,2318,1029.7
Berlino,2021-12-16T03:00,6.3,3.3,83,0.01,3.6,2302,1029.7
Berlino,2021-12-16T04:00,6.2,3.3,83,0.01,3.6,2292,1029.7
Berlino,2021-12-16T05:00,6.2,3.2,83,0.0,3.6,2302,1029.7
Berlino,2021-12-16T06:00,6.2,3.2,84,0.0,3.6,2320,1029.7
Berlino,2021-12-16T07:00,6.1,3.2,85,0.0,3.7,2328,1030.7
Berlino,2021-12-16T08:00,6.1,3.2,85,0.0,3.8,2304,1030.7
Berlino,2021-12-16T09:00,6.0,3.3,86,0.0,3.9,2264,1030.7
Berlino,2021-12-16T10:00,6.1,3.4,87,0.0,4.1,2222,1031.7
Berlino,2021-12-16T11:00,6.3,3.6,88,0.01,4.4,2208,1031.7
Berlino,2021-12-16T12:00,6.6,3.9,88,0.01,4.7,2202,1031.7
Berlino,2021-12-16T13:00,6.9,4.2,88,0.01,5.1,2198,1031.7
Berlino,2021-12-16T14:00,6.9,4.3,90,0.02,7.0,2564,1032.3
Berlino,2021-12-16T15:00,6.8,4.4,92,0.02,7.0,2656,1032.3
Berlino,2021-12-16T16:00,6.7,4.4,94,0.02,7.0,2750,1032.3
Berlino,2021-12-16T17:00,6.6,4.4,95,0.0,7.0,2768,1033.3
Berlino,2021-12-16T18:00,6.5,4.4,96,0.0,7.0,2762,1033.3
Berlino,2021-12-16T19:00,6.4,4.4,97,0.0,6.9,2762,1034.3
Berlino,2021-12-16T20:00,6.4,4.4,97,0.0,6.7,2804,1034.3
Berlino,2021-12-16T21:00,6.4,4.5,98,0.0,6.4,2862,1034.3
Berlino,2021-12-16T22:00,6.4,4.6,99,0.0,6.0,2900,1034.3
Berlino,2021-12-16T23:00,6.4,4.6,99,0.0,5.6,2860,1035.3
Berlino,2021-12-17T00:00,6.3,4.5,99,0.0,5.2,2784,1035.3
Berlino,2021-12-17T01:00,6.2,4.4,99,0.0,4.7,2710,1035.3
Berlino,2021-12-17T02:00,6.2,4.4,99,0.0,4.4,2720,1035.3
Berlino,2021-12-17T03:00,6.2,4.4,99,0.0,4.1,2756,1035.3
Berlino,2021-12-17T04:00,6.2,4.4,99,0.0,3.7,2758,1035.3
Berlino,2021-12-17T05:00,6.2,4.4,99,0.0,3.4,2666,1036.3
Berlino,2021-12-17T06:00,6.1,4.3,99,0.0,3.2,2530,1036.3
Berlino,2021-12-17T07:00,6.1,4.4,100,0.0,2.9,2406,1036.3
Berlino,2021-12-17T08:00,6.2,4.6,100,0.0,2.8,2420,1036.3
Berlino,2021-12-17T09:00,6.2,4.8,100,0.0,2.8,2486,1036.3
Berlino,2021-12-17T10:00,6.4,5.0,99,0.0,2.9,2548,1037.3
Berlino,2021-12-17T11:00,6.6,5.2,98,0.0,3.0,2524,1037.3
Berlino,2021-12-17T12:00,6.9,5.2,96,0.0,3.1,2470,1037.3
Berlino,2021-12-17T13:00,7.1,5.3,95,0.0,3.3,2448,1036.3
Berlino,2021-12-17T14:00,7.2,5.5,95,0.0,3.4,2518,1037.3
Berlino,2021-12-17T15:00,7.2,5.7,96,0.0,3.5,2632,1037.3
Berlino,2021-12-17T16:00,7.2,5.8,97,0.0,3.6,2752,1037.3
Berlino,2021-12-17T17:00,7.1,5.7,97,0.0,3.7,2778,1037.3
Berlino,2021-12-17T18:00,6.9,5.6,98,0.0,3.8,2774,1037.3
Berlino,2021-12-17T19:00,6.8,5.4,98,0.0,3.8,2772,1037.3
Berlino,2021-12-17T20:00,6.7,5.3,99,0.0,3.7,2794,1037.3
Berlino,2021-12-17T21:00,6.6,5.3,98,0.0,3.6,2826,1037.3
Berlino,2021-12-17T22:00,6.5,5.2,98,0.0,3.4,2858,1037.3
Berlino,2021-12-17T23:00,6.4,5.1,99,0.0,3.3,2868,1037.3
Budapest,2021-12-11T00:00,1.1,-1.4,90,0.06,-0.2,248,1007.2
Budapest,2021-12-11T01:00,1.0,-1.7,91,0.06,0.0,249,1007.7
Budapest,2021-12-11T02:00,1.1,-1.6,92,0.01,0.1,268,1007.7
Budapest,2021-12-11T03:00,1.2,-1.4,92,0.0,0.2,274,1008.2
Budapest,2021-12-11T04:00,1.2,-1.5,91,0.0,0.3,266,1008.7
Budapest,2021-12-11T05:00,1.2,-1.9,92,0.0,0.3,263,1009.2
Budapest,2021-12-11T06:00,1.2,-1.9,91,0.0,0.2,290,1009.2
Budapest,2021-12-11T07:00,1.2,-1.6,92,0.0,0.3,263,1009.7
Budapest,2021-12-11T08:00,1.4,-1.5,92,0.0,0.3,301,1010.2
Budapest,2021-12-11T09:00,1.7,-1.0,89,0.0,0.2,339,1011.2
Budapest,2021-12-11T10:00,2.2,-0.7,86,0.0,0.2,388,1012.3
Budapest,2021-12-11T11:00,2.9,-0.2,81,0.0,0.1,554,1012.3
Budapest,2021-12-11T12:00,3.5,0.4,79,0.0,0.3,653,1012.3
Budapest,2021-12-11T13:00,2.9,-0.3,83,0.0,0.5,388,1012.3
Budapest,2021-12-11T14:00,3.3,-0.3,81,0.0,0.5,438,1012.3
Budapest,2021-12-11T15:00,3.0,-0.4,83,0.0,0.5,459,1012.8
Budapest,2021-12-11T16:00,2.9,0.0,82,0.0,0.4,495,1012.8
Budapest,2021-12-11T17:00,2.6,-0.3,83,0.0,0.4,528,1013.8
Budapest,2021-12-11T18:00,2.3,-0.8,81,0.0,-0.3,704,1014.8
Budapest,2021-12-11T19:00,2.1,-1.0,82,0.0,-0.3,853,1014.8
Budapest,2021-12-11T20:00,1.9,-1.5,81,0.0,-0.6,1173,1014.8
Budapest,2021-12-11T21:00,1.9,-1.3,79,0.0,-1.0,1257,1015.3
Budapest,2021-12-11T22:00,1.8,-1.6,78,0.0,-1.2,1173,1015.8
Budapest,2021-12-11T23:00,1.6,-2.2,76,0.0,-1.5,1211,1015.3
Budapest,2021-12-12T00:00,1.6,-2.2,74,0.0,-1.8,1147,1015.8
Budapest,2021-12-12T01:00,1.5,-2.6,73,0.0,-2.3,1192,1015.3
Budapest,2021-12-12T02:00,1.5,-2.8,73,0.0,-2.4,1230,1015.8
Budapest,2021-12-12T03:00,1.6,-2.9,71,0.0,-2.6,1245,1015.8
Budapest,2021-12-12T04:00,1.3,-3.1,72,0.0,-2.9,1233,1015.8
Budapest,2021-12-12T05:00,1.1,-3.3,72,0.0,-3.1,1277,1016.3
Budapest,2021-12-12T06:00,0.8,-4.0,72,0.0,-3.3,1260,1016.8
Budapest,2021-12-12T07:00,0.8,-3.9,71,0.0,-3.6,1206,1017.3
Budapest,2021-12-12T08:00,0.8,-3.8,70,0.0,-3.6,1158,1017.3
Budapest,2021-12-12T09:00,1.3,-3.5,68,0.0,-3.7,1188,1017.3
Budapest,2021-12-12T10:00,2.0,-3.0,65,0.0,-3.6,1177,1017.3
Budapest,2021-12-12T11:00,2.8,-2.6,64,0.0,-3.1,1174,1016.8
Budapest,2021-12-12T12:00,3.4,-2.2,63,0.0,-2.7,1149,1016.8
Budapest,2021-12-12T13:00,3.6,-2.0,63,0.0,-2.6,1196,1016.8
Budapest,2021-12-12T14:00,3.5,-2.3,63,0.0,-2.7,1213,1017.3
Budapest,2021-12-12T15:00,3.0,-2.7,65,0.0,-2.8,1230,1017.8
Budapest,2021-12-12T16:00,2.4,-3.1,67,0.0,-2.8,1236,1018.3
Budapest,2021-12-12T17:00,2.4,-2.7,65,0.0,-3.1,1237,1018.8
Budapest,2021-12-12T18:00,2.2,-2.6,66,0.0,-3.3,1228,1019.9
Budapest,2021-12-12T19:00,2.1,-2.3,64,0.0,-3.7,1224,1020.4
Budapest,2021-12-12T20:00,2.0,-2.1,63,0.0,-4.0,1227,1020.4
Budapest,2021-12-12T21:00,1.9,-2.0,63,0.0,-4.0,1220,1020.4
Budapest,2021-12-12T22:00,2.0,-2.0,62,0.0,-4.1,1181,1020.9
Budapest,2021-12-12T23:00,2.2,-1.7,62,0.0,-4.0,1173,1021.4
Budapest,2021-12-13T00:00,2.3,-1.6,61,0.0,-4.1,1175,1021.4
Budapest,2021-12-13T01:00,2.2,-1.6,61,0.0,-4.3,1200,1021.4
Budapest,2021-12-13T02:00,2.0,-1.6,61,0.0,-4.2,1230,1021.9
Budapest,2021-12-13T03:00,1.8,-1.8,62,0.0,-4.2,1246,1021.9
Budapest,2021-12-13T04:00,1.2,-2.1,67,0.0,-3.9,1232,1021.9
Budapest,2021-12-13T05:00,1.0,-2.3,68,0.0,-3.7,1201,1022.4
Budapest,2021-12-13T06:00,0.8,-2.5,69,0.0,-3.6,1162,1022.9
Budapest,2021-12-13T07:00,0.9,-2.4,69,0.0,-3.7,1162,1023.4
Budapest,2021-12-13T08:00,0.7,-2.5,71,0.0,-3.4,1177,1023.9
Budapest,2021-12-13T09:00,1.0,-2.1,72,0.0,-3.0,1190,1024.4
Budapest,2021-12-13T10:00,2.1,-1.0,67,0.0,-3.0,1186,1024.9
Budapest,2021-12-13T11:00,3.1,0.2,66,0.0,-2.4,1189,1024.9
Budapest,2021-12-13T12:00,4.0,1.0,63,0.0,-2.2,1203,1024.9
Budapest,2021-12-13T13:00,4.7,1.8,60,0.0,-2.1,1239,1024.9
Budapest,2021-12-13T14:00,4.9,1.9,60,0.0,-2.1,1280,1024.9
Budapest,2021-12-13T15:00,4.3,1.2,62,0.0,-2.3,1305,1024.9
Budapest,2021-12-13T16:00,2.9,-0.1,68,0.0,-1.8,1312,1025.4
Budapest,2021-12-13T17:00,1.7,-1.2,78,0.0,-1.6,1289,1025.9
Budapest,2021-12-13T18:00,1.1,-1.9,81,0.0,-1.7,1271,1025.9
Budapest,2021-12-13T19:00,0.9,-2.1,80,0.0,-1.8,1293,1026.4
Budapest,2021-12-13T20:00,0.8,-2.2,79,0.0,-1.9,1294,1026.4
Budapest,2021-12-13T21:00,0.6,-2.4,79,0.0,-2.1,1282,1026.4
Budapest,2021-12-13T22:00,0.4,-2.5,80,0.0,-2.2,1237,1026.4
Budapest,2021-12-13T23:00,0.1,-2.9,82,0.0,-2.2,1172,1026.9
Budapest,2021-12-14T00:00,0.0,-2.8,82,0.0,-2.3,1200,1026.4
Budapest,2021-12-14T01:00,-0.2,-3.1,82,0.0,-2.2,1219,1026.9
Budapest,2021-12-14T02:00,-0.3,-3.2,84,0.0,-2.2,1274,1026.9
Budapest,2021-12-14T03:00,-0.5,-3.3,85,0.0,-2.3,1276,1026.9
Budapest,2021-12-14T04:00,-0.7,-3.5,87,0.0,-2.4,1053,1026.4
Budapest,2021-12-14T05:00,-0.9,-3.6,89,0.0,-2.4,1048,1026.4
Budapest,2021-12-14T06:00,-0.9,-3.6,89,0.0,-2.5,1121,1026.4
Budapest,2021-12-14T07:00,-0.8,-3.5,87,0.0,-2.5,1225,1026.4
Budapest,2021-12-14T08:00,-0.9,-3.6,88,0.0,-2.5,1246,1026.9
Budapest,2021-12-14T09:00,-0.9,-3.5,90,0.0,-2.4,1250,1026.9
Budapest,2021-12-14T10:00,0.0,-2.5,88,0.0,-1.9,1229,1027.4
Budapest,2021-12-14T11:00,1.0,-1.7,78,0.0,-2.7,1195,1026.9
Budapest,2021-12-14T12:00,1.6,-0.9,78,0.0,-2.2,1233,1026.4
Budapest,2021-12-14T13:00,2.1,-0.3,76,0.0,-1.9,1263,1025.9
Budapest,2021-12-14T14:00,2.3,-0.2,78,0.0,-1.5,1290,1025.9
Budapest,2021-12-14T15:00,1.9,-0.8,81,0.0,-1.2,1307,1025.4
Budapest,2021-12-14T16:00,1.3,-1.3,84,0.0,-1.2,1337,1025.4
Budapest,2021-12-14T17:00,1.2,-1.4,83,0.0,-1.1,1322,1025.9
Budapest,2021-12-14T18:00,0.8,-1.8,87,0.0,-1.1,1321,1025.9
Budapest,2021-12-14T19:00,0.5,-2.2,87,0.0,-1.1,1339,1026.4
Budapest,2021-12-14T20:00,0.2,-2.5,86,0.0,-1.4,1336,1026.4
Budapest,2021-12-14T21:00,0.0,-2.8,85,0.0,-1.7,1333,1026.9
Budapest,2021-12-14T22:00,-0.2,-3.1,84,0.0,-2.1,1354,1026.9
Budapest,2021-12-14T23:00,-0.3,-3.3,83,0.0,-2.3,1407,1026.9
Budapest,2021-12-15T00:00,-0.4,-3.4,83,0.0,-2.3,1480,1026.9
Budapest,2021-12-15T01:00,-0.6,-3.5,84,0.0,-2.4,1560,1026.9
Budapest,2021-12-15T02:00,-0.7,-3.7,85,0.0,-2.5,1595,1026.9
Budapest,2021-12-15T03:00,-0.9,-3.9,87,0.0,-2.4,1616,1026.9
Budapest,2021-12-15T04:00,-1.2,-4.1,90,0.0,-2.4,1613,1026.9
Budapest,2021-12-15T05:00,-1.3,-4.3,90,0.0,-2.5,1569,1026.9
Budapest,2021-12-15T06:00,-1.4,-4.4,91,0.0,-2.5,1501,1027.4
Budapest,2021-12-15T07:00,-1.3,-4.3,90,0.0,-2.6,1435,1028.0
Budapest,2021-12-15T08:00,-0.9,-3.8,88,0.0,-2.5,1433,1028.5
Budapest,2021-12-15T09:00,-0.2,-3.0,84,0.0,-2.4,1454,1029.0
Budapest,2021-12-15T10:00,0.7,-1.9,81,0.0,-2.1,1485,1029.0
Budapest,2021-12-15T11:00,1.5,-1.0,79,0.0,-1.7,1499,1029.0
Budapest,2021-12-15T12:00,2.4,-0.2,77,0.0,-1.2,1513,1029.0
Budapest,2021-12-15T13:00,3.2,0.5,77,0.0,-0.6,1532,1029.0
Budapest,2021-12-15T14:00,3.1,0.5,78,0.0,-0.4,1551,1029.0
Budapest,2021-12-15T15:00,2.8,0.1,80,0.0,-0.2,1571,1029.0
Budapest,2021-12-15T16:00,2.3,-0.4,83,0.0,-0.1,1591,1029.0
Budapest,2021-12-15T17:00,2.1,-0.6,85,0.0,0.1,1595,1029.5
Budapest,2021-12-15T18:00,1.9,-0.8,87,0.0,0.2,1593,1029.5
Budapest,2021-12-15T19:00,1.7,-0.9,90,0.0,0.4,1592,1030.0
Budapest,2021-12-15T20:00,1.7,-0.9,91,0.0,0.5,1579,1030.0
Budapest,2021-12-15T21:00,1.7,-0.8,91,0.0,0.5,1562,1030.5
Budapest,2021-12-15T22:00,1.7,-0.8,92,0.0,0.5,1607,1030.5
Budapest,2021-12-15T23:00,1.6,-0.9,92,0.0,0.5,1747,1030.5
Budapest,2021-12-16T00:00,1.4,-1.1,92,0.0,0.5,1944,1030.5
Budapest,2021-12-16T01:00,1.4,-1.2,92,0.0,0.5,2150,1030.5
Budapest,2021-12-16T02:00,1.4,-1.1,93,0.0,0.5,2198,1030.5
Budapest,2021-12-16T03:00,1.4,-1.0,93,0.0,0.5,2196,1030.0
Budapest,2021-12-16T04:00,1.6,-0.7,93,0.0,0.5,2188,1030.0
Budapest,2021-12-16T05:00,1.8,-0.4,92,0.0,0.6,2204,1029.5
Budapest,2021-12-16T06:00,2.1,-0.1,90,0.0,0.7,2220,1029.5
Budapest,2021-12-16T07:00,2.4,0.3,89,0.0,0.8,2244,1029.5
Budapest,2021-12-16T08:00,2.5,0.4,89,0.03,0.8,2262,1030.0
Budapest,2021-12-16T09:00,2.5,0.4,90,0.03,0.8,2282,1030.0
Budapest,2021-12-16T10:00,2.8,0.6,91,0.03,1.0,2300,1030.0
Budapest,2021-12-16T11:00,3.4,1.3,90,0.03,1.4,2298,1030.0
Budapest,2021-12-16T12:00,4.2,2.1,88,0.03,2.0,2290,1029.5
Budapest,2021-12-16T13:00,5.0,2.9,86,0.03,2.6,2278,1029.0
Budapest,2021-12-16T14:00,4.6,2.9,89,0.0,2.3,2020,1029.0
Budapest,2021-12-16T15:00,4.9,3.2,89,0.0,2.5,2009,1029.0
Budapest,2021-12-16T16:00,5.1,3.3,88,0.0,2.5,2030,1029.0
Budapest,2021-12-16T17:00,5.3,3.6,88,0.15,2.5,2106,1029.0
Budapest,2021-12-16T18:00,5.6,3.8,88,0.15,2.4,2212,1029.0
Budapest,2021-12-16T19:00,5.4,3.7,90,0.15,2.2,2314,1029.0
Budapest,2021-12-16T20:00,4.6,2.8,92,0.04,2.0,2324,1029.0
Budapest,2021-12-16T21:00,3.4,1.4,96,0.04,1.8,2300,1029.5
Budapest,2021-12-16T22:00,2.2,0.0,99,0.04,1.4,2258,1029.5
Budapest,2021-12-16T23:00,1.9,-0.3,100,0.0,1.2,2234,1030.0
Budapest,2021-12-17T00:00,1.9,-0.2,100,0.0,1.0,2208,1030.0
Budapest,2021-12-17T01:00,2.0,-0.1,100,0.0,0.8,2182,1030.0
Budapest,2021-12-17T02:00,1.9,-0.2,100,0.0,0.6,2180,1030.5
Budapest,2021-12-17T03:00,1.8,-0.3,100,0.0,0.5,2188,1030.5
Budapest,2021-12-17T04:00,1.5,-0.7,100,0.0,0.4,2194,1031.0
Budapest,2021-12-17T05:00,1.0,-1.3,100,0.0,0.4,2168,1031.0
Budapest,2021-12-17T06:00,0.2,-2.2,100,0.0,0.5,2132,1031.5
Budapest,2021-12-17T07:00,-0.5,-3.0,100,0.0,0.6,2146,1032.1
Budapest,2021-12-17T08:00,-0.4,-3.0,100,0.0,0.8,2256,1032.6
Budapest,2021-12-17T09:00,-0.1,-2.6,101,0.0,0.9,2418,1033.1
Budapest,2021-12-17T10:00,0.6,-1.8,100,0.0,1.2,2592,1033.1
Budapest,2021-12-17T11:00,1.7,-0.8,96,0.0,1.7,2634,1033.1
Budapest,2021-12-17T12:00,3.0,0.5,91,0.0,2.3,2638,1033.1
Budapest,2021-12-17T13:00,4.3,1.8,85,0.0,2.9,2632,1032.6
Budapest,2021-12-17T14:00,4.6,2.0,84,0.0,3.1,2636,1032.6
Budapest,2021-12-17T15:00,4.4,1.9,83,0.0,3.0,2634,1032.6
Budapest,2021-12-17T16:00,3.9,1.3,83,0.0,2.9,2634,1032.1
Budapest,2021-12-17T17:00,3.3,0.6,84,0.0,2.9,2646,1032.6
Budapest,2021-12-17T18:00,2.3,-0.4,85,0.0,2.8,2662,1032.6
Budapest,2021-12-17T19:00,1.3,-1.5,87,0.0,2.8,2640,1032.6
Budapest,2021-12-17T20:00,0.9,-1.9,87,0.0,2.6,2548,1032.6
Budapest,2021-12-17T21:00,0.7,-2.2,87,0.0,2.4,2418,1033.1
Budapest,2021-12-17T22:00,0.5,-2.4,87,0.0,2.2,2292,1033.1
Budapest,2021-12-17T23:00,0.3,-2.6,87,0.0,2.1,2288,1033.1
